id,file_path,coded_true_label,true_label,split,prediction,query_file_path
test_0904,data/raf-db/aligned/test_0904_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0904_aligned.jpg
test_0905,data/raf-db/aligned/test_0905_aligned.jpg,3,disgust,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0905_aligned.jpg
test_0906,data/raf-db/aligned/test_0906_aligned.jpg,4,happy,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0906_aligned.jpg
test_0907,data/raf-db/aligned/test_0907_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0907_aligned.jpg
test_0908,data/raf-db/aligned/test_0908_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0908_aligned.jpg
test_0909,data/raf-db/aligned/test_0909_aligned.jpg,6,angry,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0909_aligned.jpg
test_0910,data/raf-db/aligned/test_0910_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0910_aligned.jpg
test_0911,data/raf-db/aligned/test_0911_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0911_aligned.jpg
test_0912,data/raf-db/aligned/test_0912_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0912_aligned.jpg
test_0913,data/raf-db/aligned/test_0913_aligned.jpg,1,surprise,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0913_aligned.jpg
test_0914,data/raf-db/aligned/test_0914_aligned.jpg,3,disgust,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0914_aligned.jpg
test_0915,data/raf-db/aligned/test_0915_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0915_aligned.jpg
test_0916,data/raf-db/aligned/test_0916_aligned.jpg,5,sad,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0916_aligned.jpg
test_0917,data/raf-db/aligned/test_0917_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0917_aligned.jpg
test_0918,data/raf-db/aligned/test_0918_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0918_aligned.jpg
test_0919,data/raf-db/aligned/test_0919_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0919_aligned.jpg
test_0920,data/raf-db/aligned/test_0920_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0920_aligned.jpg
test_0921,data/raf-db/aligned/test_0921_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0921_aligned.jpg
test_0922,data/raf-db/aligned/test_0922_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0922_aligned.jpg
test_0923,data/raf-db/aligned/test_0923_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0923_aligned.jpg
test_0924,data/raf-db/aligned/test_0924_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0924_aligned.jpg
test_0925,data/raf-db/aligned/test_0925_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0925_aligned.jpg
test_0926,data/raf-db/aligned/test_0926_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0926_aligned.jpg
test_0927,data/raf-db/aligned/test_0927_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0927_aligned.jpg
test_0928,data/raf-db/aligned/test_0928_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0928_aligned.jpg
test_0929,data/raf-db/aligned/test_0929_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0929_aligned.jpg
test_0930,data/raf-db/aligned/test_0930_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0930_aligned.jpg
test_0931,data/raf-db/aligned/test_0931_aligned.jpg,5,sad,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0931_aligned.jpg
test_0932,data/raf-db/aligned/test_0932_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0932_aligned.jpg
test_0933,data/raf-db/aligned/test_0933_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0933_aligned.jpg
test_0934,data/raf-db/aligned/test_0934_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0934_aligned.jpg
test_0935,data/raf-db/aligned/test_0935_aligned.jpg,3,disgust,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0935_aligned.jpg
test_0936,data/raf-db/aligned/test_0936_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0936_aligned.jpg
test_0937,data/raf-db/aligned/test_0937_aligned.jpg,5,sad,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0937_aligned.jpg
test_0938,data/raf-db/aligned/test_0938_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0938_aligned.jpg
test_0939,data/raf-db/aligned/test_0939_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0939_aligned.jpg
test_0940,data/raf-db/aligned/test_0940_aligned.jpg,3,disgust,test,disgust,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0940_aligned.jpg
test_0941,data/raf-db/aligned/test_0941_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0941_aligned.jpg
test_0942,data/raf-db/aligned/test_0942_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0942_aligned.jpg
test_0943,data/raf-db/aligned/test_0943_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0943_aligned.jpg
test_0944,data/raf-db/aligned/test_0944_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0944_aligned.jpg
test_0945,data/raf-db/aligned/test_0945_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0945_aligned.jpg
test_0946,data/raf-db/aligned/test_0946_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0946_aligned.jpg
test_0947,data/raf-db/aligned/test_0947_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0947_aligned.jpg
test_0948,data/raf-db/aligned/test_0948_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0948_aligned.jpg
test_0949,data/raf-db/aligned/test_0949_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0949_aligned.jpg
test_0950,data/raf-db/aligned/test_0950_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0950_aligned.jpg
test_0951,data/raf-db/aligned/test_0951_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0951_aligned.jpg
test_0952,data/raf-db/aligned/test_0952_aligned.jpg,5,sad,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0952_aligned.jpg
test_0953,data/raf-db/aligned/test_0953_aligned.jpg,6,angry,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0953_aligned.jpg
test_0954,data/raf-db/aligned/test_0954_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0954_aligned.jpg
test_0955,data/raf-db/aligned/test_0955_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0955_aligned.jpg
test_0956,data/raf-db/aligned/test_0956_aligned.jpg,1,surprise,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0956_aligned.jpg
test_0957,data/raf-db/aligned/test_0957_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0957_aligned.jpg
test_0958,data/raf-db/aligned/test_0958_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0958_aligned.jpg
test_0959,data/raf-db/aligned/test_0959_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0959_aligned.jpg
test_0960,data/raf-db/aligned/test_0960_aligned.jpg,3,disgust,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0960_aligned.jpg
test_0961,data/raf-db/aligned/test_0961_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0961_aligned.jpg
test_0962,data/raf-db/aligned/test_0962_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0962_aligned.jpg
test_0963,data/raf-db/aligned/test_0963_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0963_aligned.jpg
test_0964,data/raf-db/aligned/test_0964_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0964_aligned.jpg
test_0965,data/raf-db/aligned/test_0965_aligned.jpg,5,sad,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0965_aligned.jpg
test_0966,data/raf-db/aligned/test_0966_aligned.jpg,5,sad,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0966_aligned.jpg
test_0967,data/raf-db/aligned/test_0967_aligned.jpg,4,happy,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0967_aligned.jpg
test_0968,data/raf-db/aligned/test_0968_aligned.jpg,5,sad,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0968_aligned.jpg
test_0969,data/raf-db/aligned/test_0969_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0969_aligned.jpg
test_0970,data/raf-db/aligned/test_0970_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0970_aligned.jpg
test_0971,data/raf-db/aligned/test_0971_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0971_aligned.jpg
test_0972,data/raf-db/aligned/test_0972_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0972_aligned.jpg
test_0973,data/raf-db/aligned/test_0973_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0973_aligned.jpg
test_0974,data/raf-db/aligned/test_0974_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0974_aligned.jpg
test_0975,data/raf-db/aligned/test_0975_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0975_aligned.jpg
test_0976,data/raf-db/aligned/test_0976_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0976_aligned.jpg
test_0977,data/raf-db/aligned/test_0977_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0977_aligned.jpg
test_0978,data/raf-db/aligned/test_0978_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0978_aligned.jpg
test_0979,data/raf-db/aligned/test_0979_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0979_aligned.jpg
test_0980,data/raf-db/aligned/test_0980_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0980_aligned.jpg
test_0981,data/raf-db/aligned/test_0981_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0981_aligned.jpg
test_0982,data/raf-db/aligned/test_0982_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0982_aligned.jpg
test_0983,data/raf-db/aligned/test_0983_aligned.jpg,6,angry,test,disgust,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0983_aligned.jpg
test_0984,data/raf-db/aligned/test_0984_aligned.jpg,4,happy,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0984_aligned.jpg
test_0985,data/raf-db/aligned/test_0985_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0985_aligned.jpg
test_0986,data/raf-db/aligned/test_0986_aligned.jpg,6,angry,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0986_aligned.jpg
test_0987,data/raf-db/aligned/test_0987_aligned.jpg,1,surprise,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0987_aligned.jpg
test_0988,data/raf-db/aligned/test_0988_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0988_aligned.jpg
test_0989,data/raf-db/aligned/test_0989_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0989_aligned.jpg
test_0990,data/raf-db/aligned/test_0990_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0990_aligned.jpg
test_0991,data/raf-db/aligned/test_0991_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0991_aligned.jpg
test_0992,data/raf-db/aligned/test_0992_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0992_aligned.jpg
test_0993,data/raf-db/aligned/test_0993_aligned.jpg,4,happy,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0993_aligned.jpg
test_0994,data/raf-db/aligned/test_0994_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0994_aligned.jpg
test_0995,data/raf-db/aligned/test_0995_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0995_aligned.jpg
test_0996,data/raf-db/aligned/test_0996_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0996_aligned.jpg
test_0997,data/raf-db/aligned/test_0997_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0997_aligned.jpg
test_0998,data/raf-db/aligned/test_0998_aligned.jpg,1,surprise,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0998_aligned.jpg
test_0999,data/raf-db/aligned/test_0999_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0999_aligned.jpg
test_1000,data/raf-db/aligned/test_1000_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1000_aligned.jpg
test_1001,data/raf-db/aligned/test_1001_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1001_aligned.jpg
test_1002,data/raf-db/aligned/test_1002_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1002_aligned.jpg
test_1003,data/raf-db/aligned/test_1003_aligned.jpg,3,disgust,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1003_aligned.jpg
test_1004,data/raf-db/aligned/test_1004_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1004_aligned.jpg
test_1005,data/raf-db/aligned/test_1005_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1005_aligned.jpg
test_1006,data/raf-db/aligned/test_1006_aligned.jpg,3,disgust,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1006_aligned.jpg
test_1007,data/raf-db/aligned/test_1007_aligned.jpg,6,angry,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1007_aligned.jpg
test_1008,data/raf-db/aligned/test_1008_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1008_aligned.jpg
test_1009,data/raf-db/aligned/test_1009_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1009_aligned.jpg
test_1010,data/raf-db/aligned/test_1010_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1010_aligned.jpg
test_1011,data/raf-db/aligned/test_1011_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1011_aligned.jpg
test_1012,data/raf-db/aligned/test_1012_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1012_aligned.jpg
test_1013,data/raf-db/aligned/test_1013_aligned.jpg,6,angry,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1013_aligned.jpg
test_1014,data/raf-db/aligned/test_1014_aligned.jpg,1,surprise,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1014_aligned.jpg
test_1015,data/raf-db/aligned/test_1015_aligned.jpg,1,surprise,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1015_aligned.jpg
test_1016,data/raf-db/aligned/test_1016_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1016_aligned.jpg
test_1017,data/raf-db/aligned/test_1017_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1017_aligned.jpg
test_1018,data/raf-db/aligned/test_1018_aligned.jpg,3,disgust,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1018_aligned.jpg
test_1019,data/raf-db/aligned/test_1019_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1019_aligned.jpg
test_1020,data/raf-db/aligned/test_1020_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1020_aligned.jpg
test_1021,data/raf-db/aligned/test_1021_aligned.jpg,4,happy,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1021_aligned.jpg
test_1022,data/raf-db/aligned/test_1022_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1022_aligned.jpg
test_1023,data/raf-db/aligned/test_1023_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1023_aligned.jpg
test_1024,data/raf-db/aligned/test_1024_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1024_aligned.jpg
test_1025,data/raf-db/aligned/test_1025_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1025_aligned.jpg
test_1026,data/raf-db/aligned/test_1026_aligned.jpg,4,happy,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1026_aligned.jpg
test_1027,data/raf-db/aligned/test_1027_aligned.jpg,3,disgust,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1027_aligned.jpg
test_1028,data/raf-db/aligned/test_1028_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1028_aligned.jpg
test_1029,data/raf-db/aligned/test_1029_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1029_aligned.jpg
test_1030,data/raf-db/aligned/test_1030_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1030_aligned.jpg
test_1031,data/raf-db/aligned/test_1031_aligned.jpg,1,surprise,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1031_aligned.jpg
test_1032,data/raf-db/aligned/test_1032_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1032_aligned.jpg
test_1033,data/raf-db/aligned/test_1033_aligned.jpg,1,surprise,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1033_aligned.jpg
test_1034,data/raf-db/aligned/test_1034_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1034_aligned.jpg
test_1035,data/raf-db/aligned/test_1035_aligned.jpg,3,disgust,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1035_aligned.jpg
test_1036,data/raf-db/aligned/test_1036_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1036_aligned.jpg
test_1037,data/raf-db/aligned/test_1037_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1037_aligned.jpg
test_1038,data/raf-db/aligned/test_1038_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1038_aligned.jpg
test_1039,data/raf-db/aligned/test_1039_aligned.jpg,3,disgust,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1039_aligned.jpg
test_1040,data/raf-db/aligned/test_1040_aligned.jpg,6,angry,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1040_aligned.jpg
test_1041,data/raf-db/aligned/test_1041_aligned.jpg,3,disgust,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1041_aligned.jpg
test_1042,data/raf-db/aligned/test_1042_aligned.jpg,5,sad,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1042_aligned.jpg
test_1043,data/raf-db/aligned/test_1043_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1043_aligned.jpg
test_1044,data/raf-db/aligned/test_1044_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1044_aligned.jpg
test_1045,data/raf-db/aligned/test_1045_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1045_aligned.jpg
test_1046,data/raf-db/aligned/test_1046_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_1046_aligned.jpg
