usage,file_path,true_label,votes_percentage,coded_true_label,clusters_eps_0.03,predictions,top_example_1,top_example_2,top_example_3,top_example_1_path,top_example_2_path,top_example_3_path,top_example_1_similarity,top_example_2_similarity,top_example_3_similarity,query_file_path
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_20187.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_11923.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_13569.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_12306.png,0.8534317016601562,0.8183302283287048,0.8139538764953613,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_20187.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_2228.png,happy,0.8,3,211,surprise,surprise,surprise,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_6118.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_20953.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_3003.png,0.8641224503517151,0.8396905064582825,0.834567666053772,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_2228.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_19675.png,neutral,0.9,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/sad/sad_Training_27399.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_1950.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_13225.png,0.8394982814788818,0.8379745483398438,0.8339073657989502,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_19675.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_12839.png,surprise,0.8,5,-1,surprise,surprise,surprise,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_13949.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_3003.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/surprise/surprise_PrivateTest_34298.png,0.8270664215087891,0.8109146952629089,0.7750018835067749,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_12839.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_13452.png,angry,0.8,0,-1,angry,angry,angry,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_3796.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_21626.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_17298.png,0.8054396510124207,0.8043795824050903,0.8019960522651672,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_13452.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_24833.png,happy,1.0,3,-1,surprise,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_1050.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_23310.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_35701.png,0.8893885612487793,0.8691984415054321,0.8539897203445435,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_24833.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_26310.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_16279.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_6135.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_26554.png,0.8685921430587769,0.8512582182884216,0.846352756023407,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_26310.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_21305.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_1848.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_21270.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_18944.png,0.8822788596153259,0.8708100914955139,0.8624572157859802,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_21305.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_26707.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_15319.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_8479.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_15521.png,0.8522958159446716,0.8496583104133606,0.8354255557060242,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_26707.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_103.png,happy,0.9,3,7,happy,happy,happy,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_6352.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_14608.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/fear/fear_Training_3966.png,0.7545002698898315,0.7468177676200867,0.7455703020095825,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_103.png
PublicTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/happy/happy_PublicTest_29940.png,neutral,1.0,6,-1,neutral,neutral,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_34196.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_19761.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_9660.png,0.8884559869766235,0.864227831363678,0.8501904010772705,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/happy/happy_PublicTest_29940.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_3072.png,neutral,1.0,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_16092.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_23659.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_1245.png,0.8641769886016846,0.8576996922492981,0.8573802709579468,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_3072.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_13050.png,neutral,0.9,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/sad/sad_PublicTest_30211.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_13440.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_8862.png,0.7588731050491333,0.7275272011756897,0.7260785698890686,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_13050.png
PrivateTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/neutral/neutral_PrivateTest_33150.png,neutral,1.0,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_1093.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_26400.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_8186.png,0.8816094994544983,0.8772480487823486,0.8709995150566101,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/neutral/neutral_PrivateTest_33150.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_28017.png,happy,0.9,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_10590.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_20647.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_14537.png,0.8336855173110962,0.8273391127586365,0.8115019202232361,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_28017.png
PrivateTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_34638.png,surprise,0.8,5,-1,surprise,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_23276.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_18082.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_18452.png,0.6268654465675354,0.6242239475250244,0.6142711639404297,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_34638.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_1491.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_35860.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_8401.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_14847.png,0.8715866804122925,0.8406203985214233,0.8322555422782898,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_1491.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_19306.png,neutral,0.8,6,-1,sad,sad,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/neutral/neutral_PublicTest_29125.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_10742.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/neutral/neutral_PublicTest_29186.png,0.7385352849960327,0.6947330236434937,0.6803543567657471,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_19306.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_27096.png,angry,0.8,0,-1,angry,angry,angry,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_22362.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/angry/angry_PublicTest_28907.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_16410.png,0.7885762453079224,0.7883316874504089,0.7780430316925049,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/angry/angry_Training_27096.png
PrivateTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_32955.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_16279.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_25587.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_11842.png,0.846902072429657,0.8396568894386292,0.8363521695137024,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_32955.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_13790.png,surprise,0.8,5,-1,surprise,happy,surprise,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_15518.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_4313.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_10408.png,0.8594490885734558,0.8376035690307617,0.8224242925643921,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_13790.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_25449.png,neutral,0.8,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_1950.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_3340.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/sad/sad_PrivateTest_34384.png,0.8319173455238342,0.8241947293281555,0.8196380138397217,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_25449.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_12347.png,neutral,0.8,6,-1,neutral,neutral,neutral,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_9521.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/neutral/neutral_PublicTest_31891.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/surprise/surprise_PrivateTest_34500.png,0.7623353600502014,0.7434369921684265,0.7431623339653015,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_12347.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_16714.png,neutral,0.8,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/sad/sad_Training_21031.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_9521.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/neutral/neutral_PublicTest_31382.png,0.8364347219467163,0.835788905620575,0.8344741463661194,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_16714.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/fear/fear_Training_25764.png,neutral,0.9,6,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_5783.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/happy/happy_PrivateTest_33657.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_9290.png,0.8461007475852966,0.8320823311805725,0.8093759417533875,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/fear/fear_Training_25764.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_5167.png,happy,1.0,3,1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_23434.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_26963.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_27460.png,0.7923534512519836,0.7871089577674866,0.784870982170105,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_5167.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_9979.png,happy,1.0,3,736,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_6592.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_14796.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_18944.png,0.8647585511207581,0.8624273538589478,0.8611022233963013,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_9979.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_15783.png,neutral,0.8,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_8976.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_4722.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_14413.png,0.8738459348678589,0.8703276515007019,0.8692144751548767,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_15783.png
PublicTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/happy/happy_PublicTest_30760.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_3422.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_20490.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_18965.png,0.8802952170372009,0.8689858913421631,0.8675830364227295,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/happy/happy_PublicTest_30760.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_18339.png,happy,0.9,3,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_11020.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_22199.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_16038.png,0.8439459800720215,0.8018864393234253,0.7993388175964355,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_18339.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_2869.png,happy,0.8,3,-1,happy,happy,neutral,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_15682.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_25409.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_7657.png,0.790095865726471,0.7605322599411011,0.756866991519928,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_2869.png
PrivateTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/fear/fear_PrivateTest_33233.png,neutral,0.8,6,-1,sad,sad,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/neutral/neutral_PrivateTest_33813.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_21363.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_2464.png,0.6503455638885498,0.6379995346069336,0.6212058663368225,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/fear/fear_PrivateTest_33233.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_18351.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_19672.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_27175.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_4633.png,0.7829495072364807,0.6642335653305054,0.6575876474380493,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_18351.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_4424.png,happy,1.0,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_14554.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_24732.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_25869.png,0.8792540431022644,0.8782460689544678,0.8725838661193848,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_4424.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_4933.png,neutral,0.8,6,-1,neutral,neutral,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_1218.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_36.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_25797.png,0.7758775353431702,0.7615225315093994,0.7611767649650574,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/neutral/neutral_Training_4933.png
Training,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_16658.png,happy,0.8,3,-1,happy,happy,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_3930.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_19219.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_15029.png,0.765593409538269,0.7569530606269836,0.7433157563209534,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/happy/happy_Training_16658.png
PrivateTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/sad/sad_PrivateTest_32977.png,sad,0.8,4,-1,sad,sad,neutral,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/sad/sad_Training_27061.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/sad/sad_Training_3793.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/sad/sad_PrivateTest_34834.png,0.7885186672210693,0.7768670916557312,0.766211748123169,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PrivateTest/sad/sad_PrivateTest_32977.png
PublicTest,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/fear/fear_PublicTest_31639.png,surprise,1.0,5,7,surprise,surprise,surprise,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_2759.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_27666.png,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/Training/surprise/surprise_Training_20882.png,0.9177999496459961,0.8973551988601685,0.8964845538139343,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/fer2013/PublicTest/fear/fear_PublicTest_31639.png
